   8.9486807e+00   7.3699895e+00   7.4312865e+00   7.0666579e+00
   7.0923744e+00   6.7013861e+00   7.2388167e+00   6.8347395e+00
   7.4504357e+00   7.8981557e+00   7.0767024e+00   7.6959553e+00
   7.2934163e+00   7.2833837e+00   7.1971177e+00   6.9608397e+00
   1.0648184e+01   7.2977260e+00   6.9655736e+00   6.8595586e+00
   7.3296744e+00   6.7832688e+00   6.8468617e+00   7.2817507e+00
   7.2861583e+00   7.0673809e+00   6.9249325e+00   7.1662200e+00
   7.9571112e+00   6.8468273e+00   6.8894810e+00   7.5483251e+00
   9.6079425e+00   6.8168127e+00   6.7114388e+00   7.1128161e+00
   7.1527649e+00   6.8033680e+00   7.3424492e+00   6.8699143e+00
   7.0831086e+00   6.8544174e+00   7.2192602e+00   7.1369523e+00
   7.5091996e+00   6.6335643e+00   7.1091256e+00   6.8865631e+00
   7.4160279e+00   7.2316066e+00   7.0114763e+00   6.9037306e+00
   8.8988181e+00   7.2027726e+00   6.9988635e+00   6.8452639e+00
   7.1431715e+00   7.5984197e+00   7.1014151e+00   7.2895663e+00
   7.5396236e+00   7.1689236e+00   7.2117479e+00   7.1265749e+00
   7.1896437e+00   7.0457966e+00   7.6308579e+00   7.4464589e+00
   7.3576229e+00   7.4746315e+00   7.5812095e+00   7.2332778e+00
   9.9115571e+00   6.8638995e+00   6.7550451e+00   6.9811496e+00
   7.2004502e+00   6.7330020e+00   7.3211345e+00   7.1280029e+00
   8.0062194e+00   7.0750942e+00   7.5107987e+00   7.2926521e+00
   7.7256323e+00   7.0759041e+00   6.9044403e+00   7.1754597e+00
   8.0036992e+00   7.2493458e+00   7.3615666e+00   7.0140527e+00
   8.4530687e+00   6.5942452e+00   7.4305505e+00   6.8796425e+00
   8.5619770e+00   7.5401489e+00   7.4790693e+00   6.9207993e+00
   7.1616917e+00   7.3652989e+00   7.1821460e+00   6.8463982e+00
   7.2315651e+00   7.5770402e+00   6.3492426e+00   6.9530506e+00
   7.4467621e+00   7.4472004e+00   7.7255107e+00   7.1110860e+00
   9.8929733e+00   7.3260081e+00   6.8403292e+00   7.1205025e+00
   8.9200837e+00   6.9551749e+00   6.8836296e+00   7.5341572e+00
   8.1840145e+00   6.9678804e+00   7.3160261e+00   6.7123678e+00
   7.6870463e+00   6.8338820e+00   6.5521159e+00   7.1303891e+00
   7.2514694e+00   7.4064488e+00   6.8500893e+00   6.9060802e+00
   7.3897127e+00   6.8616931e+00   7.2661450e+00   6.4723428e+00
   7.9277343e+00   7.3220008e+00   7.1107984e+00   6.7174759e+00
   7.6030617e+00   6.6363385e+00   6.9313254e+00   7.2363887e+00
   7.8993598e+00   6.9403271e+00   6.7378257e+00   6.7713690e+00
   7.4816380e+00   6.6455252e+00   7.1440726e+00   6.7639114e+00
   9.3200383e+00   7.4433199e+00   7.1035272e+00   7.1109127e+00
   7.7185678e+00   6.4096443e+00   6.8819048e+00   7.1814482e+00
   8.7953525e+00   7.3823019e+00   6.5764795e+00   6.8349560e+00
   7.3827628e+00   7.1739582e+00   7.3178607e+00   6.9627242e+00
   7.7481650e+00   7.0660688e+00   6.9525056e+00   7.2254956e+00
   1.3585802e+01   6.8337901e+00   7.6567842e+00   7.0256703e+00
   7.0806319e+00   7.1229111e+00   6.7919398e+00   7.2898337e+00
   7.9194381e+00   6.4901625e+00   7.0327308e+00   6.5673690e+00
   7.3184660e+00   7.0472668e+00   7.6094971e+00   6.7058319e+00
   7.1103309e+00   7.0393288e+00   6.9011647e+00   6.9568518e+00
   7.1656408e+00   6.8029770e+00   7.1186074e+00   7.4379780e+00
   8.5664978e+00   7.2617271e+00   6.8767427e+00   7.0441922e+00
   9.6451408e+00   7.0489932e+00   7.4842163e+00   7.1505674e+00
   7.5428009e+00   7.4070204e+00   7.2190413e+00   6.9600321e+00
   7.3743140e+00   6.7285896e+00   6.9659677e+00   7.0453545e+00
   7.3961351e+00   6.9422173e+00   7.3003824e+00   6.7285927e+00
   8.7757291e+00   7.0971258e+00   6.7994131e+00   6.5594884e+00
   8.5606308e+00   7.1535529e+00   7.2242379e+00   7.4168486e+00
   7.2225599e+00   6.8910801e+00   7.0793149e+00   7.1909821e+00
   7.4157536e+00   6.8172910e+00   7.4255784e+00   7.1612558e+00
   8.2536099e+00   6.3865170e+00   7.1151304e+00   7.5288359e+00
   7.5610884e+00   6.6961153e+00   7.1671198e+00   6.9193794e+00
   7.3860764e+00   6.6236648e+00   6.8186314e+00   6.3904742e+00
   7.4195965e+00   7.2047708e+00   6.4792689e+00   7.5740012e+00
   8.0373172e+00   6.7174370e+00   6.6528023e+00   6.8143187e+00
   7.1722947e+00   6.8022752e+00   7.1000716e+00   6.7474883e+00
   7.1950065e+00   7.1315834e+00   7.3499326e+00   7.4178197e+00
   7.7851249e+00   7.2231196e+00   6.9534844e+00   6.9429164e+00
   7.2568763e+00   6.8411169e+00   6.7885102e+00   6.9231498e+00
   9.2821624e+00   6.8804383e+00   7.1714899e+00   6.5188489e+00
   8.7849773e+00   6.8403136e+00   7.2767590e+00   7.3971405e+00
   7.4183222e+00   6.7178786e+00   6.9855970e+00   7.1926982e+00
   8.0029504e+00   7.0924377e+00   7.0708473e+00   7.1706212e+00
   7.3773329e+00   6.8853579e+00   6.6423252e+00   6.5893585e+00
   7.5395900e+00   7.7223833e+00   7.1943452e+00   7.3541249e+00
   8.2986784e+00   6.9702405e+00   6.9716745e+00   6.9640652e+00
   7.3127332e+00   7.4151868e+00   7.0966872e+00   7.0574909e+00
   8.0128585e+00   7.1531918e+00   7.2687296e+00   7.1113561e+00
   7.7674368e+00   7.0257657e+00   7.1547074e+00   7.0497695e+00
   7.2224296e+00   6.5658835e+00   7.2101257e+00   7.0139665e+00
   7.1737403e+00   7.1135852e+00   6.7568136e+00   7.1855717e+00
   9.9353760e+00   7.4316747e+00   7.1847800e+00   6.7598927e+00
   8.0086478e+00   7.1039544e+00   7.4143125e+00   6.4597421e+00
   7.5067510e+00   6.8249793e+00   7.0159009e+00   7.2786101e+00
   7.3357354e+00   7.1579459e+00   7.1972488e+00   7.5756535e+00
   7.5675476e+00   7.0923674e+00   7.5171765e+00   7.2074493e+00
   7.3136333e+00   6.9804591e+00   7.1175995e+00   7.3389407e+00
   7.7749913e+00   7.6541439e+00   6.7627379e+00   6.9950729e+00
   7.8401423e+00   7.4185180e+00   6.7963109e+00   7.1332969e+00
   7.2473366e+00   6.7844364e+00   7.1907768e+00   7.3747315e+00
   7.3415090e+00   6.8731167e+00   7.3177200e+00   6.9101681e+00
   7.7121415e+00   6.6610903e+00   7.2864280e+00   7.0852985e+00
   7.6081683e+00   7.1713589e+00   7.3978363e+00   6.9991507e+00
   7.2710913e+00   7.2227499e+00   6.8402212e+00   6.7110525e+00
   8.2141951e+00   7.3169575e+00   7.1728074e+00   6.7631449e+00
