   7.2702483e+00   7.0021274e+00   7.1134321e+00   6.8489974e+00
   7.2100861e+00   7.2038254e+00   7.1489802e+00   6.7350169e+00
   6.8077385e+00   6.8601088e+00   7.4601131e+00   7.0962482e+00
   6.9217746e+00   7.2659698e+00   6.8729648e+00   6.9664994e+00
   7.0913563e+00   7.6076046e+00   6.7100452e+00   7.3062364e+00
   7.0078807e+00   7.6214195e+00   7.0340843e+00   6.9957856e+00
   7.0361712e+00   7.1279164e+00   7.2729473e+00   6.4335577e+00
   6.9736536e+00   6.8607213e+00   6.9145457e+00   7.7824899e+00
   6.7678110e+00   7.4350208e+00   7.2716459e+00   6.9904438e+00
   6.9958521e+00   7.3724428e+00   7.0762802e+00   7.0174274e+00
   7.4292992e+00   7.0975032e+00   6.9024610e+00   7.2199557e+00
   6.9776922e+00   7.0459035e+00   6.6806230e+00   7.5995562e+00
   6.7622538e+00   7.5978952e+00   7.2002748e+00   6.8079728e+00
   7.2149877e+00   7.3371948e+00   7.4898121e+00   6.8242069e+00
   7.4172093e+00   7.0041084e+00   7.3684412e+00   7.2928946e+00
   7.1575332e+00   7.1976266e+00   7.4819764e+00   7.1813594e+00
   7.4084264e+00   7.2378658e+00   7.0632512e+00   7.0812996e+00
   7.0969920e+00   6.9526686e+00   6.9714666e+00   7.1731229e+00
   7.0174037e+00   7.0447019e+00   7.0669483e+00   7.1647515e+00
   6.8553310e+00   6.5133026e+00   7.0071610e+00   7.2989045e+00
   6.6674555e+00   7.1625482e+00   6.9181641e+00   7.4855962e+00
   6.5735701e+00   6.8538425e+00   7.4040018e+00   7.2251398e+00
   7.7034833e+00   7.2160986e+00   6.8804709e+00   6.8173380e+00
   7.5128265e+00   6.8279443e+00   6.9851255e+00   7.5316935e+00
   7.1953622e+00   7.1067539e+00   7.2907145e+00   7.0169957e+00
   7.1662100e+00   6.9986228e+00   7.3220643e+00   7.3669069e+00
   7.5445046e+00   7.2643512e+00   6.5233662e+00   7.3190424e+00
   7.0125381e+00   7.1642099e+00   7.3388658e+00   6.8827246e+00
   7.1325703e+00   7.5890184e+00   6.9465884e+00   6.9075009e+00
   7.1852053e+00   7.1056123e+00   7.0186703e+00   6.9488425e+00
   7.2152480e+00   7.0178910e+00   6.9740220e+00   7.4940984e+00
   7.0758265e+00   7.4389239e+00   7.2605068e+00   7.3359750e+00
   6.6781834e+00   6.8869103e+00   7.1970271e+00   6.7764084e+00
